,cluster_id,curvature,x,y,z,average_potential
0,1,-12.32,25.859002824858756,19.205542372881354,-25.782234463276836,-10.430948870056495
1,2,15.21,28.90571240105541,13.747554089709764,-24.81027176781003,-9.907718733509236
2,3,13.71,33.43427972027971,18.422947552447553,-27.760804195804198,-10.634192307692308
3,4,11.51,32.910198910081746,20.615110354223432,-32.653840599455044,-10.309488692098094
4,5,23.09,54.23051243781095,27.76273134328358,-47.79074129353233,-3.9014169154228857
5,6,13.14,46.43453141640042,29.482863684771033,-46.55531735889244,-9.54480447284345
6,7,-15.86,39.22970921985815,26.771765957446814,-31.77968557919622,-11.282405200945625
7,8,-16.05,35.502502941176466,23.14175294117647,-38.249964705882356,-9.476891176470588
8,9,16.23,38.4249284164859,30.28249023861171,-41.858791757049886,-12.041166377440346
9,10,12.07,42.25441374045801,23.846232061068704,-40.254574045801526,-12.068014351145038
10,11,10.91,18.63943533930858,8.712282970550575,-16.13366453265045,-13.462869014084507
11,12,16.22,15.269392156862745,16.541492374727667,-15.887793028322442,-12.193140740740741
12,13,13.47,22.002762258543836,14.719288261515603,-11.171796433878157,-12.81968766716196
13,14,19.77,19.911703180212015,19.59398586572438,-19.581809187279152,-12.02687667844523
14,15,15.24,22.61500294117647,12.889323529411765,-21.889441176470587,-11.119558823529411
15,16,16.85,3.9893657894736836,9.310944736842105,-11.563265789473684,-14.421776315789472
16,17,10.81,1.7000923076923076,7.987575824175825,-6.152918681318681,-13.023765714285714
17,18,-16.89,12.111452380952382,11.56682738095238,-5.790285714285714,-10.19405892857143
18,19,13.61,8.034570300157977,14.713391785150078,-12.212371248025278,-14.6247327014218
19,20,16.21,-7.373376306620208,-6.741331010452963,27.36968641114983,-15.636760627177699
20,21,12.65,-11.545672058823529,-2.7705470588235293,30.81513823529412,-7.978277647058824
21,22,15.77,-13.889634989200864,-9.245403887688985,23.55267818574514,-14.1679343412527
22,23,14.99,-20.68526524390244,-4.406782012195122,17.287961890243903,-18.536785975609757
23,24,-13.96,-14.60503661971831,-0.6432225352112676,19.81347042253521,-15.217121408450707
24,25,16.71,-10.462971153846153,-9.835403846153847,10.206100961538462,-21.292548076923076
25,26,-13.74,-13.072110375275937,-7.854445916114791,17.36711037527594,-28.03885077262693
26,27,9.6,-6.917773195876288,0.12771821305841924,14.66952233676976,-17.513623711340205
27,28,19.71,-3.752472222222222,-7.877205555555555,21.00665277777778,-9.72412861111111
28,29,12.73,-2.0372882352941177,-6.238441176470587,15.392947058823532,-15.693541470588233
29,30,16.77,-1.8097515337423313,-13.891435582822087,-0.9114907975460124,-15.638301226993864
30,31,12.98,-2.8394541484716154,-8.121152838427948,-5.289563318777292,-18.3790903930131
31,32,17.8,-0.8209704641350211,-11.604147679324894,8.06058227848101,-24.00262025316456
32,33,13.88,-7.026110000000001,-14.197617500000002,5.34349,-15.624008000000002
33,34,13.64,6.015679536679537,-9.445693050193052,-0.5992200772200771,-20.186342664092663
34,35,22.76,8.630503937007873,-9.744519685039371,6.373535433070866,-18.685122047244096
35,36,10.52,11.553256790123456,-4.386624691358024,-0.46783209876543214,-17.417526419753088
36,37,16.9,7.7116836935167,1.0553398821218074,6.389051080550098,-23.23644931237721
37,38,-3.88,4.328078740157478,-5.413259842519685,10.100708661417324,-21.432428346456692
38,39,-10.82,-0.7585718475073315,1.0789384164222875,8.171504398826979,-25.653656304985333
39,40,-10.28,-8.492276762402089,-1.2228093994778069,4.715389033942558,-37.00730809399478
40,41,15.81,-15.340574803149607,-4.407838582677165,12.27962598425197,-21.555833464566934
41,42,14.06,-16.509280155642024,-0.9174221789883269,7.935342412451361,-18.075389299610897
42,43,18.53,-1.8890067264573993,-0.44426008968609865,-8.881132286995514,-15.934222645739908
43,44,20.4,2.6821721311475413,-0.5506803278688526,-0.6754918032786885,-38.851668852459014
44,45,22.19,-2.3839227799227802,3.3900965250965256,-1.6761467181467182,-20.3950277992278
45,46,20.37,-14.76760642570281,6.017582329317269,0.7164939759036144,-10.073657429718876
46,47,-13.52,-12.969570469798658,2.1428612975391497,-5.04221029082774,-20.58818255033557
47,48,16.0,-13.416199143468951,-2.845096359743041,-9.186340471092077,-15.126505781584582
48,49,-11.41,-8.006648514851486,-8.179732673267328,-2.8061831683168323,-26.47337079207921
49,50,-1.16,-14.520842227378191,-4.274071925754059,0.4238816705336428,-21.783973549883992
