,cluster_id,curvature,x,y,z,average_potential
0,1,14.81,12.56064656964657,-36.84787525987526,32.045,-7.761211434511435
1,2,13.85,6.744877659574467,-37.400095744680854,34.773872340425534,-11.047472606382978
2,3,12.85,17.534,-32.12986637931034,31.86154956896552,-6.3506153017241385
3,4,13.56,25.194538160469666,-30.36381017612524,27.25463405088062,-10.046233659491193
4,5,11.57,25.81654524361949,-35.399758700696054,31.656849187935038,-6.512568909512762
5,6,15.54,20.478383445945948,-2.0831047297297296,-0.31689864864864853,-10.280227871621623
6,7,-16.52,14.00370909090909,-6.797469696969697,0.22855757575757576,-8.805339393939393
7,8,14.48,18.409783197831977,-6.46419241192412,6.231766937669376,-12.866574254742549
8,9,13.41,15.303849435382688,-10.650848180677539,12.53471643663739,-18.092707779171896
9,10,18.97,13.817991228070175,-5.790663742690059,18.913771929824563,-16.585553801169592
10,11,-13.48,9.345713636363636,-2.819809090909091,15.117761363636365,-18.067977727272726
11,12,-10.86,6.236464098073555,-8.960029772329248,13.249309982486865,-17.693616112084065
12,13,-11.99,31.314553892215567,-24.533,12.690155688622754,-5.124287125748503
13,14,22.31,32.74622164948453,-28.07974742268041,24.682623711340206,-3.831031443298969
14,15,13.17,28.073041310541313,-30.53701424501424,17.90107122507122,-11.50977037037037
15,16,-12.98,25.960318658280922,-29.715765199161424,9.278949685534592,-13.225654716981133
16,17,13.62,28.146748358862148,-29.246610503282277,2.0203807439824946,-9.417535448577679
17,18,-11.58,21.396455295735905,-26.0679325997249,-7.124371389270976,-7.970566574965612
18,19,-12.98,21.241804832713754,-27.42861152416357,0.5180483271375466,-10.68703345724907
19,20,12.26,-12.917938582677165,-35.8854157480315,32.7520188976378,-12.929478110236222
20,21,13.62,-1.6920334855403347,-39.34627549467275,31.29805479452055,-14.820643531202435
21,22,10.56,-5.193444015444015,-31.504223938223937,34.7052471042471,-8.332421428571429
22,23,-14.99,-0.33275462962962965,-31.80583950617284,29.304626543209878,-10.16144012345679
23,24,13.57,-25.984315107913673,-51.18969496402878,48.21609352517985,-5.379494100719425
24,25,-15.0,-20.86267973856209,-36.83798039215686,38.75398529411765,-8.900698692810458
25,26,17.49,-19.91506597222222,-42.72652083333334,41.91667013888889,-9.580528819444444
26,27,-15.76,-23.113645061728395,-44.23700617283951,46.860006172839505,-6.085946913580248
27,28,-10.31,-32.8626873857404,-20.57199451553931,8.594393053016454,-9.420422669104205
28,29,15.94,-42.73105573770492,-14.649590163934427,10.955813114754099,-9.581875737704918
29,30,-13.24,-37.171284883720936,-16.860377906976744,13.182602713178294,-7.763130038759691
30,31,-12.32,-32.99729643765903,-1.845087786259542,10.216254452926208,-12.544877099236638
31,32,-15.49,-40.06242985074626,-5.402501492537314,12.50750149253731,-10.708352835820897
32,33,15.82,-44.68954094292805,-9.058655086848635,16.129928039702232,-13.178388833746897
33,34,14.06,-27.49201822916667,-22.26652604166667,5.8701432291666675,-11.6503265625
34,35,12.9,-27.041801705756928,-26.83994669509595,1.6328187633262263,-7.97002857142857
35,36,15.05,-19.325986338797815,-30.664054644808743,-3.912571038251366,-14.63661775956284
36,37,11.13,-19.73646572580645,-25.733262096774194,-0.30738508064516135,-8.632839516129032
37,38,20.57,-13.040200668896322,-36.106936454849496,-6.683839464882943,-9.239579933110367
38,39,-17.5,-11.603887218045113,-28.87698872180451,-2.493443609022557,-9.129156015037593
39,40,16.37,-16.131029508196722,-29.83066557377049,-8.804960655737705,-9.854735081967213
40,41,16.47,57.58262735849056,10.526983490566037,5.301775943396226,-4.514970283018868
41,42,-14.95,50.34027222222222,11.759262962962964,7.457055555555557,-5.9317327777777775
42,43,14.0,36.74056507936508,14.371125396825398,10.412228571428571,-10.03474634920635
43,44,18.31,38.70238016528925,17.795297520661155,4.307793388429753,-7.408576859504133
44,45,17.61,44.18627419354839,13.756035483870965,6.2266903225806445,-8.639855483870967
